City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
282,yuzhno-kurilsk,44.0306,145.8556,35.13,89,15,7.31,RU,1683574634
283,as sulayyil,20.4607,45.5779,91.65,12,98,11.68,SA,1683574634
284,betio village,1.358,172.9211,82.44,79,80,15.03,KI,1683574635
285,marka,1.7159,44.7717,80.1,84,5,17.85,SO,1683574635
286,havre,49.5833,0.3333,60.57,77,100,5.75,FR,1683574635
287,alo,7.4178,6.7371,84.74,59,83,2.91,NG,1683574635
288,urangan,-25.3,152.9,51.91,50,43,8.88,AU,1683574636
289,sitka,57.0531,-135.33,49.89,57,75,6.91,US,1683574443
290,auki,-8.7676,160.7034,78.48,88,20,2.44,SB,1683574636
291,sao tome,0.3365,6.7273,82.9,78,99,5.44,ST,1683574636
292,shimoda,34.6667,138.95,51.1,71,100,14.67,JP,1683574637
293,san antonio de pale,-1.4014,5.6325,83.62,75,20,9.08,GQ,1683574637
294,olinda,-8.0089,-34.8553,83.93,65,40,11.5,BR,1683574637
295,port-gentil,-0.7193,8.7815,80.56,89,20,5.75,GA,1683574638
296,yaren,-0.5472,166.916,83.82,76,100,9.75,NR,1683574639
297,huancabamba,-5.2386,-79.4506,73.0,66,43,3.0,PE,1683574639
298,sur,22.5667,59.5289,90.64,30,0,8.55,OM,1683574639
299,kirkkonummi,60.1238,24.4385,47.37,64,71,6.93,FI,1683574640
300,carlsbad,33.1581,-117.3506,76.71,68,0,11.5,US,1683574516
301,igarka,67.4667,86.5833,30.24,90,99,17.85,RU,1683574640
302,bubaque,11.2833,-15.8333,79.97,77,100,11.43,GW,1683574640
303,huainan,32.6264,116.9969,54.32,63,52,6.22,CN,1683574640
304,banjarmasin,-3.3244,114.591,78.94,96,98,1.07,ID,1683574640
305,embi,48.8264,58.1442,62.06,43,98,0.96,KZ,1683574641
306,peace river,56.2501,-117.286,55.71,76,100,3.44,CA,1683574641
307,suntar,62.1444,117.6319,19.33,95,85,4.79,RU,1683574641
308,alamos,27.0167,-108.9333,96.13,5,0,7.78,MX,1683574641
309,quellon,-43.1167,-73.6167,50.25,87,100,0.0,CL,1683574641
310,sarkand,45.41,79.9186,53.11,40,0,8.14,KZ,1683574641
311,praia da vitoria,38.7333,-27.0667,62.85,100,40,1.79,PT,1683574642
312,carutapera,-1.195,-46.02,81.84,80,71,6.22,BR,1683574642
313,nepalgunj,28.05,81.6167,79.45,25,0,5.08,NP,1683574642
314,paranapanema,-23.3886,-48.7228,77.0,62,11,4.63,BR,1683574642
315,sorong,-0.8833,131.25,79.02,87,32,4.94,ID,1683574642
316,paraiso,9.8383,-83.8656,85.06,46,22,4.99,CR,1683574642
317,eureka,40.8021,-124.1637,58.68,74,38,7.0,US,1683574643
318,tamanrasset,22.785,5.5228,85.91,11,100,14.97,DZ,1683574643
319,chanthaburi,12.8333,102.1667,71.53,91,99,1.23,TH,1683574643
320,mumford,5.2618,-0.759,82.99,78,20,10.13,GH,1683574645
321,tofol,5.3248,163.0078,83.14,78,100,14.16,FM,1683574645
322,santana,-0.0583,-51.1817,82.58,83,75,6.91,BR,1683574645
323,kodinsk,58.6881,99.1844,45.84,80,85,5.77,RU,1683574646
324,hammerfest,70.6634,23.6821,34.25,100,75,4.61,NO,1683574646
325,eirunepe,-6.6603,-69.8736,81.27,80,64,4.94,BR,1683574646
326,vryburg,-26.9566,24.7284,58.19,51,0,4.72,ZA,1683574646
327,akureyri,65.6835,-18.0878,48.13,76,75,11.5,IS,1683574646
328,wytheville,36.9484,-81.0848,77.38,64,31,3.0,US,1683574647
329,acarau,-2.8856,-40.12,81.32,82,14,8.77,BR,1683574647
330,alofi,-19.0595,-169.9187,75.09,100,40,3.44,NU,1683574647
331,siwa oasis,29.2041,25.5195,75.65,28,18,5.41,EG,1683574647
332,richards bay,-28.783,32.0377,66.96,89,100,7.99,ZA,1683574647
333,rincon,32.296,-81.2354,88.92,51,75,9.22,US,1683574648
334,vorkuta,67.5,64.0,20.21,97,100,6.4,RU,1683574648
335,yung shue wan,22.2333,114.1167,72.82,88,100,1.01,HK,1683574648
336,ibiza,38.9088,1.433,69.22,78,0,5.75,ES,1683574461
337,huescar,37.811,-2.5412,72.72,35,69,5.75,ES,1683574648
338,cumbum,9.7333,77.3,74.88,93,95,4.68,IN,1683574648
339,bakanas,44.8081,76.2772,62.94,26,0,6.17,KZ,1683574649
340,dzhambeyty,50.2536,52.595,48.9,37,100,18.39,KZ,1683574649
341,loreto,22.2667,-101.9667,81.39,19,92,8.28,MX,1683574649
342,severo-yeniseyskiy,60.3725,93.0408,46.31,83,99,6.64,RU,1683574652
343,al mindak,20.1588,41.2834,64.0,46,5,3.6,SA,1683574653
344,alta,69.9689,23.2717,38.46,100,75,0.0,NO,1683574653
345,opuwo,-18.0607,13.84,72.19,34,5,7.67,NA,1683574654
346,merizo village,13.2658,144.6691,81.16,93,2,10.98,GU,1683574654
347,laguna,38.421,-121.4238,66.06,63,75,9.22,US,1683574655
348,acajutla,13.5928,-89.8275,89.47,62,28,10.74,SV,1683574655
349,titao,13.7667,-2.0667,92.39,34,100,13.27,BF,1683574659
350,soroti,1.7146,33.6111,66.65,90,59,3.74,UG,1683574659
351,sol'-iletsk,51.1631,54.9918,45.07,47,100,16.82,RU,1683574659
352,ceylanpinar,36.8472,40.05,66.79,40,0,6.91,TR,1683574659
353,hun,29.1268,15.9477,83.48,15,25,15.9,LY,1683574659
354,wainwright,52.839,-110.8572,62.4,50,72,11.25,CA,1683574660
355,kerikeri,-35.2268,173.9474,67.91,96,100,7.0,NZ,1683574660
356,aldinga beach,-35.2793,138.4604,54.19,84,43,6.69,AU,1683574660
357,keelakarai,9.2333,78.7833,84.43,73,100,8.01,IN,1683574660
358,yemetsk,63.4721,41.7941,41.63,76,100,6.38,RU,1683574660
359,dazhou,31.2159,107.5009,60.3,93,100,4.97,CN,1683574661
360,coronel suarez,-37.4547,-61.9334,61.74,49,0,11.45,AR,1683574555
361,grand falls-windsor,48.9332,-55.6649,36.57,99,100,2.33,CA,1683574661
362,flying fish cove,-10.4217,105.6791,80.28,89,75,8.05,CX,1683574661
363,zakynthos,37.7914,20.8953,67.64,88,0,4.61,GR,1683574661
364,mao,39.8885,4.2658,66.76,63,40,4.61,ES,1683574368
365,nuku'alofa,-21.1333,-175.2,77.34,94,75,5.75,TO,1683574664
366,la ronge,55.1001,-105.2842,66.42,27,40,12.66,CA,1683574664
367,mosjoen,65.836,13.1908,54.66,46,0,2.3,NO,1683574610
368,dompu,-8.5356,118.4622,75.76,96,100,2.68,ID,1683574664
369,tsiombe,-25.3,45.4833,71.2,93,4,7.23,MG,1683574665
370,aykhal,66.0,111.5,25.38,95,100,14.85,RU,1683574665
371,nikolayevsk-on-amure,53.1406,140.73,34.57,79,100,4.59,RU,1683574665
372,winnemucca,40.973,-117.7357,57.25,35,75,5.75,US,1683574395
373,ageyevo,54.1588,36.4693,39.47,70,12,3.0,RU,1683574665
374,mtwara,-10.2667,40.1833,73.72,89,2,8.95,TZ,1683574665
375,kone,-21.0595,164.8658,70.86,87,100,2.64,NC,1683574666
376,puerto tirol,-27.3722,-59.0821,75.2,50,0,8.05,AR,1683574666
377,ialibu,-6.2821,143.9935,57.29,98,100,1.81,PG,1683574666
378,sandnessjoen,66.0217,12.6316,54.64,48,0,2.3,NO,1683574666
379,berryville,36.3648,-93.568,89.67,50,95,8.5,US,1683574545
380,susuman,62.7833,148.1667,28.76,89,64,1.25,RU,1683574667
381,tobruk,32.0836,23.9764,64.92,74,43,3.71,LY,1683574667
382,kitui,-1.367,38.0106,66.18,87,98,8.16,KE,1683574667
383,la sarre,48.8002,-79.1996,55.53,33,7,11.12,CA,1683574667
384,martin,27.0837,-80.4164,86.0,60,0,11.81,US,1683574432
385,kandiari,26.9156,68.5216,91.67,6,0,8.41,PK,1683574667
386,oumache,34.6929,5.6809,77.29,27,20,14.97,DZ,1683574669
387,fisterra,42.9049,-9.2629,65.01,96,100,9.37,ES,1683574669
388,toliara,-23.35,43.6667,75.49,78,97,2.06,MG,1683574621
389,laojunmiao,39.8333,97.7333,40.77,56,17,4.23,CN,1683574669
390,isiro,2.7739,27.616,67.19,99,97,3.11,CD,1683574670
391,constantia,44.1833,28.65,50.7,92,100,9.1,RO,1683574670
392,misliyah,17.4599,42.5572,86.83,60,7,3.78,SA,1683574670
393,owase,34.0667,136.2,56.64,54,100,3.38,JP,1683574670
394,plastun,44.7561,136.2939,41.13,73,16,7.29,RU,1683574670
395,show low,34.2542,-110.0298,72.09,13,0,18.41,US,1683574671
396,nguigmi,14.2495,13.1092,87.89,17,100,6.26,NE,1683574671
397,namtsy,62.7161,129.6658,15.94,78,17,7.43,RU,1683574671
398,castillos,-34.1667,-53.8333,65.08,60,1,9.33,UY,1683574671
399,aoulef,26.9667,1.0833,91.0,10,1,14.72,DZ,1683574671
400,kruisfontein,-34.0033,24.7314,61.88,88,86,6.42,ZA,1683574671
401,belmonte,-15.8631,-38.8828,77.94,82,3,8.72,BR,1683574672
402,dryden,49.7833,-92.7503,57.49,67,40,9.22,CA,1683574672
403,beli,7.8587,10.9719,86.07,50,55,4.5,NG,1683574431
404,mossel bay,-34.1831,22.146,58.93,80,5,5.21,ZA,1683574672
405,ostersund,63.1792,14.6357,50.45,34,0,6.91,SE,1683574672
406,north battleford,52.7834,-108.2847,64.49,34,20,13.8,CA,1683574673
407,tshikapa,-6.4167,20.8,75.07,69,98,2.13,CD,1683574673
408,ribeira brava,32.65,-17.0667,77.63,61,3,6.31,PT,1683574673
409,sant julia de loria,42.4625,1.4825,55.33,77,92,5.32,AD,1683574678
410,juneau,58.3019,-134.4197,50.41,87,100,8.05,US,1683574527
411,ouro preto do oeste,-10.7481,-62.2158,78.67,94,95,4.54,BR,1683574679
412,sao joao da barra,-21.6403,-41.0511,78.89,80,42,12.59,BR,1683574679
413,payakumbuh,-0.2202,100.6308,70.03,87,100,4.16,ID,1683574679
414,flin flon,54.7682,-101.865,67.84,30,40,8.05,CA,1683574681
415,bathurst,-33.4166,149.5806,28.96,98,0,3.27,AU,1683574681
416,kudahuvadhoo,2.6708,72.8944,82.83,76,24,9.15,MV,1683574682
417,aktobe,50.2797,57.2072,53.69,50,0,11.18,KZ,1683574682
418,pori,61.4833,21.7833,48.27,43,0,6.91,FI,1683574682
419,catio,11.2833,-15.25,80.47,77,100,8.03,GW,1683574682
420,tailai,46.3833,123.4,47.19,22,0,10.16,CN,1683574682
421,tarawa,1.419,172.984,82.49,78,75,5.75,KI,1683574683
422,poland,44.0606,-70.3937,68.83,22,0,23.02,US,1683574683
423,vega de alatorre,20.0333,-96.6333,88.03,65,4,17.67,MX,1683574683
424,badiyah,22.45,58.8,89.29,23,0,5.26,OM,1683574683
425,isla mujeres,21.2311,-86.731,87.85,73,1,13.35,MX,1683574684
426,selkirk,50.1436,-96.8845,52.16,87,100,5.01,CA,1683574684
427,mar del plata,-38.0023,-57.5575,62.1,82,75,12.66,AR,1683574684
428,tonning,54.3167,8.95,59.05,66,73,12.95,DE,1683574684
429,sumbe,-11.2061,13.8437,78.98,89,97,3.0,AO,1683574684
430,happy valley-goose bay,53.3168,-60.3315,41.31,52,75,19.57,CA,1683574685
431,timbuktu,16.7735,-3.0074,95.94,20,100,7.05,ML,1683574685
432,lamas,-6.4167,-76.5333,81.07,89,66,0.22,PE,1683574497
433,bois-des-filion,45.6668,-73.7492,65.53,27,2,13.44,CA,1683574685
434,salinopolis,-0.6136,-47.3561,83.26,75,46,7.94,BR,1683574685
435,verkhnevilyuysk,63.4453,120.3167,14.72,96,100,3.87,RU,1683574685
436,darnah,32.767,22.6367,65.26,70,100,2.1,LY,1683574686
437,gazli,40.1333,63.45,72.43,16,42,9.33,UZ,1683574688
438,manavalakurichi,8.1333,77.3,81.5,82,99,12.15,IN,1683574688
439,hasaki,35.7333,140.8333,52.21,62,100,19.42,JP,1683574688
440,tidjikja,18.5564,-11.4271,93.81,9,99,5.82,MR,1683574688
441,cuamba,-14.8031,36.5372,67.39,66,83,4.5,MZ,1683574688
442,nadi,-17.8,177.4167,69.8,94,20,6.91,FJ,1683574689
443,tolanaro,-25.0319,46.9987,75.27,88,20,16.11,MG,1683574689
444,iguape,-24.7081,-47.5553,77.68,80,21,9.19,BR,1683574689
445,pontefract,53.6911,-1.3127,58.8,89,100,3.0,GB,1683574689
446,maintirano,-18.0667,44.0167,77.65,78,1,9.26,MG,1683574689
447,balqash,46.8481,74.995,63.91,35,2,8.28,KZ,1683574689
448,aasiaat,68.7098,-52.8699,28.58,83,100,13.42,GL,1683574690
449,basoko,1.2391,23.616,78.06,75,91,2.37,CD,1683574690
450,bandarbeyla,9.4942,50.8122,82.08,73,100,5.19,SO,1683574690
451,geneina,13.45,22.45,85.95,29,67,9.93,SD,1683574690
452,otjiwarongo,-20.4637,16.6477,66.29,27,17,7.7,NA,1683574690
453,sao gabriel da cachoeira,-0.1303,-67.0892,75.0,88,75,14.97,BR,1683574691
454,yaransk,57.3033,47.8861,34.47,70,7,3.89,RU,1683574691
455,puerto leguizamo,-0.1934,-74.7819,82.81,82,54,1.41,CO,1683574691
456,cockburn town,21.4612,-71.1419,80.67,74,6,14.41,TC,1683574691
457,starkville,33.4504,-88.8184,84.07,65,20,5.75,US,1683574573
458,caburan,5.9181,125.6411,78.82,85,73,1.92,PH,1683574691
459,bay city,43.5945,-83.8889,68.32,71,0,16.11,US,1683574499
460,santa marta,11.2408,-74.199,95.05,59,20,5.75,CO,1683574692
461,wajir,1.7471,40.0573,81.93,63,100,15.32,KE,1683574694
462,usogorsk,63.4106,48.6872,36.05,81,98,9.44,RU,1683574694
463,hamilton,39.1834,-84.5333,77.92,64,75,13.8,US,1683574421
464,ar rass,25.8694,43.4973,86.83,13,80,1.92,SA,1683574695
465,tarfaya,27.9358,-12.9218,67.69,87,3,19.26,MA,1683574695
466,holualoa,19.6228,-155.9522,78.55,74,20,6.91,US,1683574695
467,ikom,5.9667,8.7063,79.07,85,84,2.59,NG,1683574696
468,gualaceo,-2.9,-78.7833,76.66,69,92,5.99,EC,1683574696
469,ust'-kalmanka,52.1207,83.305,59.56,46,52,6.62,RU,1683574696
470,benghazi,32.1167,20.0667,70.14,54,66,13.89,LY,1683574696
471,lucapa,-8.4192,20.7447,70.07,64,98,0.65,AO,1683574696
472,gamba,-2.65,10.0,78.57,90,74,5.08,GA,1683574697
473,oranjemund,-28.55,16.4333,56.32,91,0,9.1,NA,1683574698
474,brookings,44.3114,-96.7984,72.05,47,0,9.22,US,1683574700
475,yarmouth,41.7057,-70.2286,76.14,52,20,9.22,US,1683574576
476,barcelos,41.5388,-8.6151,66.92,95,77,4.03,PT,1683574462
477,contai,21.7786,87.7536,84.34,73,0,11.16,IN,1683574702
478,katsuura,35.1333,140.3,56.12,66,100,18.79,JP,1683574702
479,las terrenas,19.311,-69.5428,91.27,66,20,6.91,DO,1683574703
480,santo antonio do ica,-3.1022,-67.9397,83.59,84,83,1.72,BR,1683574703
481,struer,56.4912,8.5838,56.1,67,86,14.03,DK,1683574703
482,padang,-0.9492,100.3543,76.12,84,100,5.37,ID,1683574703
483,harstad,68.799,16.5293,45.16,88,99,14.0,NO,1683574703
484,klaksvik,62.2266,-6.589,49.12,98,87,11.32,FO,1683574704
485,kavaratti,10.5669,72.642,84.58,60,6,8.68,IN,1683574704
486,abalak,58.1286,68.5944,36.07,46,0,5.86,RU,1683574704
487,weno,7.4515,151.8468,80.55,89,75,0.0,FM,1683574706
488,saint-joseph,-21.3667,55.6167,75.58,80,99,9.33,RE,1683574706
489,dwarka,22.2394,68.9678,81.3,75,5,8.97,IN,1683574706
490,chiang klang,19.2938,100.8617,74.25,92,92,1.28,TH,1683574707
491,yukhnov,54.7444,35.2297,35.6,69,44,2.84,RU,1683574707
492,lorengau,-2.0226,147.2712,81.84,77,100,4.34,PG,1683574707
493,nuwara eliya,6.9708,80.7829,57.52,86,100,3.94,LK,1683574707
494,twon-brass,4.3151,6.2418,82.69,77,89,10.04,NG,1683574707
495,sinabang,2.4803,96.3801,77.13,86,100,2.8,ID,1683574708
496,ishigaki,24.3448,124.1572,69.93,83,100,8.05,JP,1683574708
497,colby,39.3958,-101.0524,78.82,39,0,4.0,US,1683574708
498,elk city,35.412,-99.4043,85.98,36,20,0.0,US,1683574447
499,kolonia town,6.964,158.206,77.0,94,100,3.44,FM,1683574708
500,shatura,55.5725,39.5368,35.35,79,1,3.15,RU,1683574708
501,hadibu,12.65,54.0333,83.5,67,81,1.72,YE,1683574709
502,langarud,37.197,50.1535,61.21,89,0,6.46,IR,1683574709
503,diamantino,-14.4086,-56.4461,85.6,52,100,5.3,BR,1683574709
504,nalut,30.3333,10.85,75.45,37,0,25.17,LY,1683574709
505,khromtau,50.2503,58.4347,46.96,54,100,18.21,KZ,1683574709
506,east ballina,-28.8667,153.5833,45.81,52,2,9.44,AU,1683574709
507,dunedin,-45.8742,170.5036,60.08,78,100,4.0,NZ,1683574710
508,longyearbyen,78.2186,15.6401,28.24,86,75,3.44,SJ,1683574710
509,laascaanood,8.4774,47.3597,81.09,59,33,16.2,SO,1683574710
510,howrah,22.5892,88.3103,87.8,74,20,8.05,IN,1683574710
511,qianzhou,28.3167,109.7167,61.48,80,99,2.8,CN,1683574712
512,san rafael,-34.6177,-68.3301,71.83,22,9,13.51,AR,1683574712
513,forst,51.7333,14.6333,51.94,70,51,9.31,DE,1683574713
514,alto araguaia,-17.3147,-53.2153,81.21,56,21,4.25,BR,1683574713
515,gloucester point,37.254,-76.4969,86.04,51,0,10.36,US,1683574713
516,glace bay,46.1969,-59.957,51.06,81,93,5.01,CA,1683574677
517,'ain el melh,34.8415,4.1638,60.44,55,55,20.07,DZ,1683574713
518,champerico,14.3,-91.9167,99.14,63,3,14.34,GT,1683574713
519,pedro ii,-4.4247,-41.4586,78.6,71,46,2.35,BR,1683574714
520,tevriz,57.509,72.4042,44.17,39,100,7.45,RU,1683574714
521,mersing,2.4312,103.8405,78.71,94,20,4.61,MY,1683574714
522,pierre,44.3683,-100.351,66.85,68,100,6.91,US,1683574195
523,hilo,19.7297,-155.09,79.95,72,40,9.22,US,1683574714
524,chardara,41.2547,67.9692,66.92,38,0,3.58,KZ,1683574714
525,margherita,27.2833,95.6833,67.87,74,3,2.55,IN,1683574715
526,villa ocampo,-28.4875,-59.3551,75.49,47,0,2.3,AR,1683574715
527,male,4.1748,73.5089,84.15,84,75,10.36,MV,1683574653
528,rawala kot,33.8578,73.7604,49.84,60,0,8.1,PK,1683574715
529,amungan,15.3652,119.9582,81.16,77,94,3.2,PH,1683574715
530,yenakiyeve,48.2333,38.2114,45.34,74,100,7.02,UA,1683574716
531,ad dawadimi,24.5077,44.3924,85.35,24,65,22.01,SA,1683574716
532,inari,68.906,27.0288,44.8,99,100,4.05,FI,1683574716
533,gornopravdinsk,60.05,69.9,32.29,63,6,9.1,RU,1683574716
534,cartagena del chaira,1.3349,-74.8429,86.61,65,69,1.66,CO,1683574716
535,yamethin,20.4333,96.15,82.58,63,100,9.6,MM,1683574718
536,luwuk,-0.9516,122.7875,78.06,88,100,2.21,ID,1683574718
537,osinovo,55.8809,48.881,39.29,65,5,3.58,RU,1683574719
538,kutum,14.2,24.6667,80.94,13,5,8.28,SD,1683574719
539,baruun-urt,46.6806,113.2792,50.13,32,93,5.61,MN,1683574719
540,bodo,67.28,14.405,53.64,52,0,4.61,NO,1683574719
541,mokopane,-24.1944,29.0097,56.19,95,88,3.78,ZA,1683574719
542,cheney,47.4874,-117.5758,63.0,46,75,6.91,US,1683574350
543,sangin,32.0728,64.8359,73.04,11,0,1.66,AF,1683574720
544,kangding,30.0513,101.9603,46.2,91,84,2.48,CN,1683574720
545,fayroz koh,34.5195,65.2509,49.82,36,0,4.18,AF,1683574721
546,mahibadhoo,3.7833,72.9667,83.25,77,29,10.89,MV,1683574721
547,banda aceh,5.5577,95.3222,78.46,84,100,13.89,ID,1683574721
548,laminusa,5.5549,120.9136,84.0,77,86,14.07,PH,1683574721
549,sinjar,36.3209,41.8754,68.81,34,0,4.63,IQ,1683574722
550,ponta delgada,37.7333,-25.6667,63.32,94,75,4.61,PT,1683574722
551,mazagao,-0.115,-51.2894,82.45,84,56,4.16,BR,1683574724
552,covington,39.0837,-84.5086,78.39,65,75,13.8,US,1683574224
553,mocajuba,-2.5842,-49.5072,80.33,89,96,3.85,BR,1683574724
554,peniche,39.3558,-9.3811,67.28,86,51,13.69,PT,1683574725
555,bamboo flat,11.7,92.7167,84.27,78,100,8.79,IN,1683574726
556,beloyarskiy,63.7119,66.6722,22.8,85,100,6.22,RU,1683574726
557,sarangani,5.4033,125.4636,82.56,77,37,4.07,PH,1683574727
558,alpena,45.0617,-83.4327,61.12,44,0,8.05,US,1683574727
559,mandapam,9.2833,79.1167,85.12,75,100,15.26,IN,1683574727
560,ganshui,28.7422,106.7111,62.58,87,100,3.58,CN,1683574727
561,rouyn-noranda,48.2398,-79.0288,53.69,30,20,4.61,CA,1683574538
562,howard springs,-12.497,131.047,75.11,56,90,11.3,AU,1683574728
563,sitia,35.2,26.0986,66.97,70,95,6.4,GR,1683574728
564,ocean shores,46.9737,-124.1563,64.45,73,40,9.22,US,1683574728
565,saint-georges,12.0564,-61.7485,85.68,74,20,28.77,GD,1683574728
566,tazovsky,67.4667,78.7,15.91,93,98,24.36,RU,1683574728
567,fort st. john,56.2499,-120.8529,57.09,54,75,9.22,CA,1683574519
